8277,パワー社
8278,東山書房
8279,檜書店
8282,評言社
8283,ビジネス教育出版社
8284,ビジネス社
8285,美誠社
8286,ビブリオ
8288,ベネッセコーポレーション
8289,フジアート出版
8290,富士教育出版社
8291,富士見書房
8292,婦人之友社
8293,不昧堂出版
8294,富民協会
8295,芙蓉書房出版
8296,フランス書院
8297,武揚堂
8298,たかの書房
8299,文一総合出版
8300,文永堂出版
8301,文化書房博文社
8302,文化評論出版社
8304,文雅堂銀行研究社
8305,文献出版
8306,文光堂
8308,文進堂
8309,文眞堂
8310,文泉堂出版
8312,文理書院
8313,平楽寺書店
8314,ベストブック
8315,ぺりかん社
8316,鳳山社
8318,法藏館
8319,報知新聞社
8320,宝文館出版
8322,芳文社
8323,宝文堂出版販売
8324,朋友出版
8326,北隆館
8327,保健同人社
8328,北海道出版企画センター
8329,北海道大学図書刊行会
8330,北國新聞社
8331,風媒社
8332,木鐸社
8334,プレジデント社
8336,邦楽社
8337,HBJ出版局
8338,文教書院
8339,ブレーンセンター
8340,福音館書店
8341,真宗大谷派宗務所出版部
8342,ホーム社
8343,浜島書店
8344,白順社
8347,ブティック社
8348,一橋出版
8373,マール社
8375,槇書店
8376,マキノ出版
8377,マコー社
8378,マネジメント伸社
8379,三笠書房
8380,自動車週報社
8381,光村推古書院
8382,三弥井書店
8383,民衆社
8384,むぎ書房
8385,むさし書房
8386,武蔵野書院
8387,マガジンハウス
8388,明現社
8390,名著刊行会
8391,明文書房
8392,メヂカルフレンド社
8393,木耳社
8394,森山書店
8396,めこん
8397,めるくまーる
8398,メタローグ
8407,薬業時報社
8408,薬事日報社
8409,柳原書店
8411,山口書店
8412,八重岳書房
8413,山手書房新社
8414,山本書店
8415,弥生書房
8418,雄渾社
8419,雄松堂出版
8420,有信堂高文社
8421,右文書院
8422,有朋堂
8425,養賢堂
8426,養徳社
8427,吉岡書店
8428,ヨルダン社
8429,八千代出版
8431,ユック社
8432,ユニテ
8440,ライオン社
8441,雷鳥社
8442,洛陽社
8443,インプレス販売
8444,ラテイス
8445,理工学社
8446,理工図書
8447,龍渓書舎
8448,龍吟社
8449,東京リーガルマインド
8450,労働教育センター
8451,労働旬報社
8452,労務行政研究所
8453,瑠璃書房
8454,ロングセラーズ
8455,崙書房
8456,リットーミュージック
8457,リブロポート
8458,リイド社
8459,フィルムアート社
8460,論創社
8461,緑風出版
8463,鹿砦社
8464,栄光教育文化研究所
8470,ワニブックス
